"","CollabGroup","Year","Value","source","iso3c","iso2c","TotalValue","Percentage"
"75731","Argentina-Unknown",2017,6,"absolute_counting_colabs_totalSpace","ARG","AR",2722142,0.000220414658750352
"75732","Austria",1981,1275,"absolute_counting_colabs_totalSpace","AUT","AT",673793,0.189227255254952
"75733","Austria",1982,1314,"absolute_counting_colabs_totalSpace","AUT","AT",645051,0.20370482333955
"75734","Austria",1983,1033,"absolute_counting_colabs_totalSpace","AUT","AT",671623,0.15380652538701
"75735","Austria",1984,1012,"absolute_counting_colabs_totalSpace","AUT","AT",671670,0.150669227448003
"75736","Austria",1985,1624,"absolute_counting_colabs_totalSpace","AUT","AT",704006,0.230679852160351
"75737","Austria",1986,901,"absolute_counting_colabs_totalSpace","AUT","AT",672378,0.134002004824667
"75738","Austria",1987,955,"absolute_counting_colabs_totalSpace","AUT","AT",743929,0.128372465651964
"75739","Austria",1988,1473,"absolute_counting_colabs_totalSpace","AUT","AT",793726,0.185580414399931
"75740","Austria",1989,1138,"absolute_counting_colabs_totalSpace","AUT","AT",778102,0.146253318973605
"75741","Austria",1990,1480,"absolute_counting_colabs_totalSpace","AUT","AT",839793,0.176233905259987
"75742","Austria",1991,1236,"absolute_counting_colabs_totalSpace","AUT","AT",823192,0.150147231751523
"75743","Austria",1992,1245,"absolute_counting_colabs_totalSpace","AUT","AT",893761,0.139298984851655
"75744","Austria",1993,997,"absolute_counting_colabs_totalSpace","AUT","AT",868981,0.114732082749795
"75745","Austria",1994,1415,"absolute_counting_colabs_totalSpace","AUT","AT",882457,0.160347756321271
"75746","Austria",1995,953,"absolute_counting_colabs_totalSpace","AUT","AT",931356,0.102323923397713
"75747","Austria",1996,1568,"absolute_counting_colabs_totalSpace","AUT","AT",1152504,0.136051588541124
"75748","Austria",1997,1398,"absolute_counting_colabs_totalSpace","AUT","AT",1182320,0.118242100277421
"75749","Austria",1998,1606,"absolute_counting_colabs_totalSpace","AUT","AT",1224109,0.131197466892246
"75750","Austria",1999,1313,"absolute_counting_colabs_totalSpace","AUT","AT",1241217,0.10578327560773
"75751","Austria",2000,1305,"absolute_counting_colabs_totalSpace","AUT","AT",1326695,0.0983647334164974
"75752","Austria",2001,946,"absolute_counting_colabs_totalSpace","AUT","AT",1343056,0.070436377932119
"75753","Austria",2002,1174,"absolute_counting_colabs_totalSpace","AUT","AT",1400151,0.0838480992407248
"75754","Austria",2003,1187,"absolute_counting_colabs_totalSpace","AUT","AT",1474230,0.0805166086702889
"75755","Austria",2004,1464,"absolute_counting_colabs_totalSpace","AUT","AT",1537682,0.0952082420162296
"75756","Austria",2005,1493,"absolute_counting_colabs_totalSpace","AUT","AT",1597342,0.0934677733384585
"75757","Austria",2006,1306,"absolute_counting_colabs_totalSpace","AUT","AT",1660401,0.0786556982319331
"75758","Austria",2007,1389,"absolute_counting_colabs_totalSpace","AUT","AT",1695677,0.0819141853076972
"75759","Austria",2008,1031,"absolute_counting_colabs_totalSpace","AUT","AT",1793021,0.0575007208504529
"75760","Austria",2009,1114,"absolute_counting_colabs_totalSpace","AUT","AT",1947736,0.0571946095364053
"75761","Austria",2010,1475,"absolute_counting_colabs_totalSpace","AUT","AT",2186977,0.067444696492007
"75762","Austria",2011,1223,"absolute_counting_colabs_totalSpace","AUT","AT",2306464,0.053024890048143
"75763","Austria",2012,1175,"absolute_counting_colabs_totalSpace","AUT","AT",2340287,0.0502075172831366
"75764","Austria",2013,1108,"absolute_counting_colabs_totalSpace","AUT","AT",2550387,0.0434443870675313
"75765","Austria",2014,1427,"absolute_counting_colabs_totalSpace","AUT","AT",2599287,0.0548996705635045
"75766","Austria",2015,1403,"absolute_counting_colabs_totalSpace","AUT","AT",2562487,0.0547514972758886
"75767","Austria",2016,1231,"absolute_counting_colabs_totalSpace","AUT","AT",2606936,0.0472201849220694
"75768","Austria",2017,1623,"absolute_counting_colabs_totalSpace","AUT","AT",2722142,0.0596221651919701
"75769","Austria",2018,1521,"absolute_counting_colabs_totalSpace","AUT","AT",2750178,0.0553055111341884
"75770","Austria",2019,1859,"absolute_counting_colabs_totalSpace","AUT","AT",2861304,0.0649703771427293
"75771","Austria",2020,2129,"absolute_counting_colabs_totalSpace","AUT","AT",2819039,0.0755221903634536
"75772","Austria",2021,1631,"absolute_counting_colabs_totalSpace","AUT","AT",2932339,0.0556211270252178
"75773","Austria",2022,1308,"absolute_counting_colabs_totalSpace","AUT","AT",2960168,0.044186681296467
"75774","Australia-Austria",1992,7,"absolute_counting_colabs_totalSpace","AUS-AUT",NA,893761,0.000783207143744245
"75775","Australia-Austria",1993,24,"absolute_counting_colabs_totalSpace","AUS-AUT",NA,868981,0.00276185555265305
"75776","Australia-Austria",1995,8,"absolute_counting_colabs_totalSpace","AUS-AUT",NA,931356,0.000858962630830746
"75777","Australia-Austria",1997,1,"absolute_counting_colabs_totalSpace","AUS-AUT",NA,1182320,8.45794708708302e-05
"75778","Australia-Austria",1998,2,"absolute_counting_colabs_totalSpace","AUS-AUT",NA,1224109,0.000163384143078762
"75779","Australia-Austria",2000,1,"absolute_counting_colabs_totalSpace","AUS-AUT",NA,1326695,7.5375274648657e-05
"75780","Australia-Austria",2002,11,"absolute_counting_colabs_totalSpace","AUS-AUT",NA,1400151,0.000785629549955683
"75781","Australia-Austria",2003,18,"absolute_counting_colabs_totalSpace","AUS-AUT",NA,1474230,0.00122097637410716
"75782","Australia-Austria",2004,18,"absolute_counting_colabs_totalSpace","AUS-AUT",NA,1537682,0.00117059313954381
"75783","Australia-Austria",2008,10,"absolute_counting_colabs_totalSpace","AUS-AUT",NA,1793021,0.000557717951992754
"75784","Australia-Austria",2012,9,"absolute_counting_colabs_totalSpace","AUS-AUT",NA,2340287,0.000384568217487855
"75785","Australia-Austria",2014,19,"absolute_counting_colabs_totalSpace","AUS-AUT",NA,2599287,0.000730969685148273
"75786","Australia-Austria",2015,5,"absolute_counting_colabs_totalSpace","AUS-AUT",NA,2562487,0.000195122941111506
"75787","Australia-Austria",2016,11,"absolute_counting_colabs_totalSpace","AUS-AUT",NA,2606936,0.000421951286874707
"75788","Australia-Austria",2017,8,"absolute_counting_colabs_totalSpace","AUS-AUT",NA,2722142,0.000293886211667136
"75789","Australia-Austria",2018,5,"absolute_counting_colabs_totalSpace","AUS-AUT",NA,2750178,0.00018180641398484
"75790","Australia-Austria",2019,20,"absolute_counting_colabs_totalSpace","AUS-AUT",NA,2861304,0.000698982002611397
"75791","Australia-Austria",2020,3,"absolute_counting_colabs_totalSpace","AUS-AUT",NA,2819039,0.000106419244288568
"75792","Australia-Austria",2021,91,"absolute_counting_colabs_totalSpace","AUS-AUT",NA,2932339,0.00310332468381043
"75793","Australia-Austria",2022,18,"absolute_counting_colabs_totalSpace","AUS-AUT",NA,2960168,0.00060807359582294
"75794","Australia-Austria-Belgium-Canada",2012,19,"absolute_counting_colabs_totalSpace","AUS-AUT-BEL-CAN",NA,2340287,0.000811866236918805
"75795","Australia-Austria-Canada-Switzerland",2007,3,"absolute_counting_colabs_totalSpace","AUS-AUT-CAN-CHE",NA,1695677,0.000176920486625696
"75796","Australia-Austria-Canada-China-Sweden",2021,1,"absolute_counting_colabs_totalSpace","AUS-AUT-CAN-CHN-SWE",NA,2932339,3.41024690528619e-05
"75797","Australia-Austria-Canada-New Zealand",2022,46,"absolute_counting_colabs_totalSpace","AUS-AUT-CAN-NZL",NA,2960168,0.00155396585599196
"75798","Australia-Austria-Israel-Switzerland",2006,1,"absolute_counting_colabs_totalSpace","AUS-AUT-ISR-CHE",NA,1660401,6.02264151852474e-05
"75799","Australia-Austria-Czechia-United States",2013,1,"absolute_counting_colabs_totalSpace","AUS-AUT-CZE-USA",NA,2550387,3.92097356205156e-05
"75800","Australia-Austria-Germany",1992,1,"absolute_counting_colabs_totalSpace","AUS-AUT-DEU",NA,893761,0.000111886734820606
"75801","Australia-Austria-Germany",2006,15,"absolute_counting_colabs_totalSpace","AUS-AUT-DEU",NA,1660401,0.000903396227778711
"75802","Australia-Austria-Germany",2020,5,"absolute_counting_colabs_totalSpace","AUS-AUT-DEU",NA,2819039,0.000177365407147613
"75803","Australia-Austria-France-Germany",2021,11,"absolute_counting_colabs_totalSpace","AUS-AUT-FRA-DEU",NA,2932339,0.000375127159581481
"75804","Australia-Austria-Germany-Italy",2011,1,"absolute_counting_colabs_totalSpace","AUS-AUT-DEU-ITA",NA,2306464,4.33564105054317e-05
"75805","Australia-Austria-Denmark-United Kingdom",2020,1,"absolute_counting_colabs_totalSpace","AUS-AUT-DNK-GBR",NA,2819039,3.54730814295226e-05
"75806","Australia-Austria-Spain",2008,3,"absolute_counting_colabs_totalSpace","AUS-AUT-ESP",NA,1793021,0.000167315385597826
"75807","Australia-Austria-Spain",2015,1,"absolute_counting_colabs_totalSpace","AUS-AUT-ESP",NA,2562487,3.90245882223012e-05
"75808","Australia-Austria-Spain",2021,33,"absolute_counting_colabs_totalSpace","AUS-AUT-ESP",NA,2932339,0.00112538147874444
"75809","Australia-Austria-Spain",2022,30,"absolute_counting_colabs_totalSpace","AUS-AUT-ESP",NA,2960168,0.00101345599303823
"75810","Australia-Austria-France-Moldova-Portugal-Romania-Slovakia-Ukraine",2017,2,"absolute_counting_colabs_totalSpace","AUS-AUT-FRA-MDA-PRT-ROU-SVK-UKR",NA,2722142,7.34715529167839e-05
"75811","Australia-Austria-United Kingdom",2015,44,"absolute_counting_colabs_totalSpace","AUS-AUT-GBR",NA,2562487,0.00171708188178125
"75812","Australia-Austria-Netherlands-United Kingdom",2012,1,"absolute_counting_colabs_totalSpace","AUS-AUT-NLD-GBR",NA,2340287,4.2729801943095e-05
"75813","Australia-Austria-India",2008,2,"absolute_counting_colabs_totalSpace","AUS-AUT-IND",NA,1793021,0.000111543590398551
"75814","Australia-Austria-Iran",2014,1,"absolute_counting_colabs_totalSpace","AUS-AUT-IRN",NA,2599287,3.84720886920144e-05
"75815","Australia-Austria-Iran-Italy-Poland-United States",2015,8,"absolute_counting_colabs_totalSpace","AUS-AUT-IRN-ITA-POL-USA",NA,2562487,0.00031219670577841
"75816","Australia-Austria-Italy",2022,2,"absolute_counting_colabs_totalSpace","AUS-AUT-ITA",NA,2960168,6.75637328692155e-05
"75817","Australia-Austria-New Zealand",2020,1,"absolute_counting_colabs_totalSpace","AUS-AUT-NZL",NA,2819039,3.54730814295226e-05
"75818","Australia-Austria-Poland-Ukraine-United States",2008,1,"absolute_counting_colabs_totalSpace","AUS-AUT-POL-UKR-USA",NA,1793021,5.57717951992754e-05
"75819","Australia-Austria-Poland-Ukraine-United States",2010,1,"absolute_counting_colabs_totalSpace","AUS-AUT-POL-UKR-USA",NA,2186977,4.57252179606827e-05
"75820","Australia-Austria-Singapore",2001,8,"absolute_counting_colabs_totalSpace","AUS-AUT-SGP",NA,1343056,0.000595656472998892
"75821","Australia-Austria-Ukraine",1998,10,"absolute_counting_colabs_totalSpace","AUS-AUT-UKR",NA,1224109,0.000816920715393809
"75822","Australia-Austria-Ukraine",2004,2,"absolute_counting_colabs_totalSpace","AUS-AUT-UKR",NA,1537682,0.000130065904393756
"75823","Australia-Austria-United States",1998,1,"absolute_counting_colabs_totalSpace","AUS-AUT-USA",NA,1224109,8.16920715393809e-05
"75824","Australia-Austria-United States",2000,1,"absolute_counting_colabs_totalSpace","AUS-AUT-USA",NA,1326695,7.5375274648657e-05
"75825","Australia-Austria-United States",2011,3,"absolute_counting_colabs_totalSpace","AUS-AUT-USA",NA,2306464,0.000130069231516295
"75826","Austria-Bangladesh-Japan",2002,4,"absolute_counting_colabs_totalSpace","AUT-BGD-JPN",NA,1400151,0.000285683472711158
"75827","Austria-Belgium",2001,17,"absolute_counting_colabs_totalSpace","AUT-BEL",NA,1343056,0.00126577000512265
"75828","Austria-Belgium",2004,11,"absolute_counting_colabs_totalSpace","AUT-BEL",NA,1537682,0.00071536247416566
"75829","Austria-Belgium",2007,95,"absolute_counting_colabs_totalSpace","AUT-BEL",NA,1695677,0.00560248207648037
"75830","Austria-Belgium",2008,43,"absolute_counting_colabs_totalSpace","AUT-BEL",NA,1793021,0.00239818719356884
"75831","Austria-Belgium",2010,35,"absolute_counting_colabs_totalSpace","AUT-BEL",NA,2186977,0.0016003826286239
"75832","Austria-Belgium",2011,3,"absolute_counting_colabs_totalSpace","AUT-BEL",NA,2306464,0.000130069231516295
"75833","Austria-Belgium",2012,9,"absolute_counting_colabs_totalSpace","AUT-BEL",NA,2340287,0.000384568217487855
"75834","Austria-Belgium",2013,68,"absolute_counting_colabs_totalSpace","AUT-BEL",NA,2550387,0.00266626202219506
"75835","Austria-Belgium",2015,3,"absolute_counting_colabs_totalSpace","AUT-BEL",NA,2562487,0.000117073764666904
"75836","Austria-Belgium",2016,50,"absolute_counting_colabs_totalSpace","AUT-BEL",NA,2606936,0.00191796039488503
"75837","Austria-Belgium",2017,68,"absolute_counting_colabs_totalSpace","AUT-BEL",NA,2722142,0.00249803279917065
"75838","Austria-Belgium",2018,16,"absolute_counting_colabs_totalSpace","AUT-BEL",NA,2750178,0.000581780524751489
"75839","Austria-Belgium",2019,11,"absolute_counting_colabs_totalSpace","AUT-BEL",NA,2861304,0.000384440101436268
"75840","Austria-Belgium",2020,66,"absolute_counting_colabs_totalSpace","AUT-BEL",NA,2819039,0.00234122337434849
"75841","Austria-Belgium-Brazil",2015,2,"absolute_counting_colabs_totalSpace","AUT-BEL-BRA",NA,2562487,7.80491764446025e-05
"75842","Austria-Belgium-Brazil-Switzerland",2022,1,"absolute_counting_colabs_totalSpace","AUT-BEL-BRA-CHE",NA,2960168,3.37818664346078e-05
"75843","Austria-Belgium-Canada-France",2010,6,"absolute_counting_colabs_totalSpace","AUT-BEL-CAN-FRA",NA,2186977,0.000274351307764096
"75844","Austria-Belgium-Canada-France",2020,12,"absolute_counting_colabs_totalSpace","AUT-BEL-CAN-FRA",NA,2819039,0.000425676977154271
"75845","Austria-Belgium-Switzerland",2014,51,"absolute_counting_colabs_totalSpace","AUT-BEL-CHE",NA,2599287,0.00196207652329273
"75846","Austria-Belgium-Switzerland",2020,5,"absolute_counting_colabs_totalSpace","AUT-BEL-CHE",NA,2819039,0.000177365407147613
"75847","Austria-Belgium-Finland-Germany-Greece-Italy-Poland-Switzerland",2013,1,"absolute_counting_colabs_totalSpace","AUT-BEL-FIN-DEU-GRC-ITA-POL-CHE",NA,2550387,3.92097356205156e-05
"75848","Austria-Belgium-Slovenia-Switzerland",2014,84,"absolute_counting_colabs_totalSpace","AUT-BEL-SVN-CHE",NA,2599287,0.00323165545012921
"75849","Austria-Belgium-Chile-Germany",2018,37,"absolute_counting_colabs_totalSpace","AUT-BEL-CHL-DEU",NA,2750178,0.00134536746348782
"75850","Austria-Belgium-China-Germany-Russia",2014,13,"absolute_counting_colabs_totalSpace","AUT-BEL-CHN-DEU-RUS",NA,2599287,0.000500137152996187
"75851","Austria-Belgium-China-Russia",2015,32,"absolute_counting_colabs_totalSpace","AUT-BEL-CHN-RUS",NA,2562487,0.00124878682311364
"75852","Austria-Belgium-China-Russia",2016,19,"absolute_counting_colabs_totalSpace","AUT-BEL-CHN-RUS",NA,2606936,0.000728824950056311
"75853","Austria-Belgium-Cuba",2011,2,"absolute_counting_colabs_totalSpace","AUT-BEL-CUB",NA,2306464,8.67128210108634e-05
"75854","Austria-Belgium-Germany",2000,2,"absolute_counting_colabs_totalSpace","AUT-BEL-DEU",NA,1326695,0.000150750549297314
"75855","Austria-Belgium-Germany",2007,5,"absolute_counting_colabs_totalSpace","AUT-BEL-DEU",NA,1695677,0.000294867477709493
"75856","Austria-Belgium-Germany",2016,3,"absolute_counting_colabs_totalSpace","AUT-BEL-DEU",NA,2606936,0.000115077623693102
"75857","Austria-Belgium-Germany",2017,14,"absolute_counting_colabs_totalSpace","AUT-BEL-DEU",NA,2722142,0.000514300870417487
"75858","Austria-Belgium-Finland-France-Germany-Italy-Netherlands-Spain",2018,2,"absolute_counting_colabs_totalSpace","AUT-BEL-FIN-FRA-DEU-ITA-NLD-ESP",NA,2750178,7.27225655939361e-05
"75859","Austria-Belgium-France-Germany",2016,33,"absolute_counting_colabs_totalSpace","AUT-BEL-FRA-DEU",NA,2606936,0.00126585386062412
"75860","Austria-Belgium-France-Germany",2022,7,"absolute_counting_colabs_totalSpace","AUT-BEL-FRA-DEU",NA,2960168,0.000236473065042254
"75861","Austria-Belgium-France-Germany-Greece-Poland",1998,9,"absolute_counting_colabs_totalSpace","AUT-BEL-FRA-DEU-GRC-POL",NA,1224109,0.000735228643854428
"75862","Austria-Belgium-Germany-Iran",2017,1,"absolute_counting_colabs_totalSpace","AUT-BEL-DEU-IRN",NA,2722142,3.6735776458392e-05
"75863","Austria-Belgium-Germany-Italy",2020,9,"absolute_counting_colabs_totalSpace","AUT-BEL-DEU-ITA",NA,2819039,0.000319257732865703
"75864","Austria-Belgium-Germany-Netherlands",2001,7,"absolute_counting_colabs_totalSpace","AUT-BEL-DEU-NLD",NA,1343056,0.000521199413874031
"75865","Austria-Belgium-Germany-Russia",2015,12,"absolute_counting_colabs_totalSpace","AUT-BEL-DEU-RUS",NA,2562487,0.000468295058667615
"75866","Austria-Belgium-Germany-Slovenia-United States",2016,1,"absolute_counting_colabs_totalSpace","AUT-BEL-DEU-SVN-USA",NA,2606936,3.83592078977006e-05
"75867","Austria-Belgium-Germany-United States",2002,4,"absolute_counting_colabs_totalSpace","AUT-BEL-DEU-USA",NA,1400151,0.000285683472711158
"75868","Austria-Belgium-Denmark",2013,44,"absolute_counting_colabs_totalSpace","AUT-BEL-DNK",NA,2550387,0.00172522836730269
"75869","Austria-Belgium-Denmark-France",2015,11,"absolute_counting_colabs_totalSpace","AUT-BEL-DNK-FRA",NA,2562487,0.000429270470445313
"75870","Algeria-Austria-Belgium",2017,13,"absolute_counting_colabs_totalSpace","DZA-AUT-BEL",NA,2722142,0.000477565093959095
"75871","Austria-Belgium-Spain",2004,4,"absolute_counting_colabs_totalSpace","AUT-BEL-ESP",NA,1537682,0.000260131808787513
"75872","Austria-Belgium-Spain",2011,6,"absolute_counting_colabs_totalSpace","AUT-BEL-ESP",NA,2306464,0.00026013846303259
"75873","Austria-Belgium-Spain",2013,27,"absolute_counting_colabs_totalSpace","AUT-BEL-ESP",NA,2550387,0.00105866286175392
"75874","Austria-Belgium-Spain",2019,1,"absolute_counting_colabs_totalSpace","AUT-BEL-ESP",NA,2861304,3.49491001305698e-05
"75875","Austria-Belgium-Hungary-Spain",2012,7,"absolute_counting_colabs_totalSpace","AUT-BEL-HUN-ESP",NA,2340287,0.000299108613601665
"75876","Austria-Belgium-Japan-South Korea-Spain",2017,3,"absolute_counting_colabs_totalSpace","AUT-BEL-JPN-KOR-ESP",NA,2722142,0.000110207329375176
"75877","Austria-Belgium-France",2016,26,"absolute_counting_colabs_totalSpace","AUT-BEL-FRA",NA,2606936,0.000997339405340215
"75878","Austria-Belgium-France-United Kingdom",2001,58,"absolute_counting_colabs_totalSpace","AUT-BEL-FRA-GBR",NA,1343056,0.00431850942924197
"75879","Austria-Belgium-Greece-Italy",2015,10,"absolute_counting_colabs_totalSpace","AUT-BEL-GRC-ITA",NA,2562487,0.000390245882223012
"75880","Austria-Belgium-Croatia-Poland-United States",2015,21,"absolute_counting_colabs_totalSpace","AUT-BEL-HRV-POL-USA",NA,2562487,0.000819516352668326
"75881","Austria-Belgium-India-United States",2013,1,"absolute_counting_colabs_totalSpace","AUT-BEL-IND-USA",NA,2550387,3.92097356205156e-05
"75882","Austria-Belgium-Italy",2015,50,"absolute_counting_colabs_totalSpace","AUT-BEL-ITA",NA,2562487,0.00195122941111506
"75883","Austria-Belgium-Italy",2018,4,"absolute_counting_colabs_totalSpace","AUT-BEL-ITA",NA,2750178,0.000145445131187872
"75884","Austria-Belgium-Italy",2020,12,"absolute_counting_colabs_totalSpace","AUT-BEL-ITA",NA,2819039,0.000425676977154271
"75885","Austria-Belgium-Luxembourg-South Korea",2017,18,"absolute_counting_colabs_totalSpace","AUT-BEL-LUX-KOR",NA,2722142,0.000661243976251055
"75886","Austria-Belgium-Lithuania",2006,41,"absolute_counting_colabs_totalSpace","AUT-BEL-LTU",NA,1660401,0.00246928302259514
"75887","Austria-Belgium-Lithuania",2011,17,"absolute_counting_colabs_totalSpace","AUT-BEL-LTU",NA,2306464,0.000737058978592339
"75888","Austria-Belgium-Netherlands",2016,14,"absolute_counting_colabs_totalSpace","AUT-BEL-NLD",NA,2606936,0.000537028910567808
"75889","Austria-Belgium-Netherlands",2017,34,"absolute_counting_colabs_totalSpace","AUT-BEL-NLD",NA,2722142,0.00124901639958533
"75890","Austria-Belgium-Russia",2001,11,"absolute_counting_colabs_totalSpace","AUT-BEL-RUS",NA,1343056,0.000819027650373477
"75891","Austria-Belgium-Russia",2018,38,"absolute_counting_colabs_totalSpace","AUT-BEL-RUS",NA,2750178,0.00138172874628479
"75892","Austria-Belgium-Russia-Ukraine",2020,60,"absolute_counting_colabs_totalSpace","AUT-BEL-RUS-UKR",NA,2819039,0.00212838488577136
"75893","Austria-Belgium-Russia-United States",2011,33,"absolute_counting_colabs_totalSpace","AUT-BEL-RUS-USA",NA,2306464,0.00143076154667925
"75894","Austria-Belgium-Slovenia",2010,2,"absolute_counting_colabs_totalSpace","AUT-BEL-SVN",NA,2186977,9.14504359213654e-05
"75895","Austria-Belgium-Slovakia",1997,1,"absolute_counting_colabs_totalSpace","AUT-BEL-SVK",NA,1182320,8.45794708708302e-05
"75896","Austria-Belgium-United States",2018,6,"absolute_counting_colabs_totalSpace","AUT-BEL-USA",NA,2750178,0.000218167696781808
"75897","Austria-Burkina Faso-United Kingdom",2015,25,"absolute_counting_colabs_totalSpace","AUT-BFA-GBR",NA,2562487,0.000975614705557531
"75898","Austria-Bulgaria",1984,18,"absolute_counting_colabs_totalSpace","AUT-BGR",NA,671670,0.00267988744472732
"75899","Austria-Bulgaria",1990,2,"absolute_counting_colabs_totalSpace","AUT-BGR",NA,839793,0.000238153926027009
"75900","Austria-Bulgaria",1992,3,"absolute_counting_colabs_totalSpace","AUT-BGR",NA,893761,0.000335660204461819
"75901","Austria-Bulgaria",1993,4,"absolute_counting_colabs_totalSpace","AUT-BGR",NA,868981,0.000460309258775508
"75902","Austria-Bulgaria",1994,4,"absolute_counting_colabs_totalSpace","AUT-BGR",NA,882457,0.000453279876526562
"75903","Austria-Bulgaria",1997,4,"absolute_counting_colabs_totalSpace","AUT-BGR",NA,1182320,0.000338317883483321
"75904","Austria-Bulgaria",1998,6,"absolute_counting_colabs_totalSpace","AUT-BGR",NA,1224109,0.000490152429236285
"75905","Austria-Bulgaria",1999,3,"absolute_counting_colabs_totalSpace","AUT-BGR",NA,1241217,0.000241698268715301
"75906","Austria-Bulgaria",2002,12,"absolute_counting_colabs_totalSpace","AUT-BGR",NA,1400151,0.000857050418133473
"75907","Austria-Bulgaria",2003,8,"absolute_counting_colabs_totalSpace","AUT-BGR",NA,1474230,0.000542656166269849
"75908","Austria-Bulgaria",2004,8,"absolute_counting_colabs_totalSpace","AUT-BGR",NA,1537682,0.000520263617575025
"75909","Austria-Bulgaria",2005,6,"absolute_counting_colabs_totalSpace","AUT-BGR",NA,1597342,0.000375624005378936
"75910","Austria-Bulgaria",2006,8,"absolute_counting_colabs_totalSpace","AUT-BGR",NA,1660401,0.000481811321481979
"75911","Austria-Bulgaria",2008,46,"absolute_counting_colabs_totalSpace","AUT-BGR",NA,1793021,0.00256550257916667
"75912","Austria-Bulgaria",2009,6,"absolute_counting_colabs_totalSpace","AUT-BGR",NA,1947736,0.000308049961596438
"75913","Austria-Bulgaria",2012,1,"absolute_counting_colabs_totalSpace","AUT-BGR",NA,2340287,4.2729801943095e-05
"75914","Austria-Bulgaria",2014,8,"absolute_counting_colabs_totalSpace","AUT-BGR",NA,2599287,0.000307776709536115
"75915","Austria-Bulgaria",2018,2,"absolute_counting_colabs_totalSpace","AUT-BGR",NA,2750178,7.27225655939361e-05
"75916","Austria-Bulgaria",2020,1,"absolute_counting_colabs_totalSpace","AUT-BGR",NA,2819039,3.54730814295226e-05
"75917","Austria-Bulgaria",2022,2,"absolute_counting_colabs_totalSpace","AUT-BGR",NA,2960168,6.75637328692155e-05
"75918","Austria-Brazil-Bulgaria",2010,3,"absolute_counting_colabs_totalSpace","AUT-BRA-BGR",NA,2186977,0.000137175653882048
"75919","Austria-Bulgaria-Germany",2014,2,"absolute_counting_colabs_totalSpace","AUT-BGR-DEU",NA,2599287,7.69441773840288e-05
"75920","Austria-Bulgaria-Germany-Greece",1995,5,"absolute_counting_colabs_totalSpace","AUT-BGR-DEU-GRC",NA,931356,0.000536851644269216
"75921","Austria-Bulgaria-Germany-Japan",2004,1,"absolute_counting_colabs_totalSpace","AUT-BGR-DEU-JPN",NA,1537682,6.50329521968782e-05
"75922","Austria-Bulgaria-Germany-Romania",2011,1,"absolute_counting_colabs_totalSpace","AUT-BGR-DEU-ROU",NA,2306464,4.33564105054317e-05
"75923","Austria-Bulgaria-Germany-Turkey",1998,2,"absolute_counting_colabs_totalSpace","AUT-BGR-DEU-TUR",NA,1224109,0.000163384143078762
"75924","Austria-Bulgaria-Denmark",2000,4,"absolute_counting_colabs_totalSpace","AUT-BGR-DNK",NA,1326695,0.000301501098594628
"75925","Austria-Bulgaria-Japan",2017,2,"absolute_counting_colabs_totalSpace","AUT-BGR-JPN",NA,2722142,7.34715529167839e-05
"75926","Austria-Bulgaria-Portugal",2013,8,"absolute_counting_colabs_totalSpace","AUT-BGR-PRT",NA,2550387,0.000313677884964125
"75927","Austria-Bulgaria-Slovakia",2013,21,"absolute_counting_colabs_totalSpace","AUT-BGR-SVK",NA,2550387,0.000823404448030828
"75928","Austria-Brazil",1992,1,"absolute_counting_colabs_totalSpace","AUT-BRA",NA,893761,0.000111886734820606
"75929","Austria-Brazil",1994,12,"absolute_counting_colabs_totalSpace","AUT-BRA",NA,882457,0.00135983962957968
"75930","Austria-Brazil",1999,1,"absolute_counting_colabs_totalSpace","AUT-BRA",NA,1241217,8.05660895717671e-05
"75931","Austria-Brazil",2005,9,"absolute_counting_colabs_totalSpace","AUT-BRA",NA,1597342,0.000563436008068404
"75932","Austria-Brazil",2006,3,"absolute_counting_colabs_totalSpace","AUT-BRA",NA,1660401,0.000180679245555742
"75933","Austria-Brazil",2008,1,"absolute_counting_colabs_totalSpace","AUT-BRA",NA,1793021,5.57717951992754e-05
"75934","Austria-Brazil",2009,3,"absolute_counting_colabs_totalSpace","AUT-BRA",NA,1947736,0.000154024980798219
"75935","Austria-Brazil",2010,15,"absolute_counting_colabs_totalSpace","AUT-BRA",NA,2186977,0.000685878269410241
"75936","Austria-Brazil",2011,10,"absolute_counting_colabs_totalSpace","AUT-BRA",NA,2306464,0.000433564105054317
"75937","Austria-Brazil",2012,6,"absolute_counting_colabs_totalSpace","AUT-BRA",NA,2340287,0.00025637881165857
"75938","Austria-Brazil",2013,12,"absolute_counting_colabs_totalSpace","AUT-BRA",NA,2550387,0.000470516827446188
"75939","Austria-Brazil",2014,5,"absolute_counting_colabs_totalSpace","AUT-BRA",NA,2599287,0.000192360443460072
"75940","Austria-Brazil",2015,22,"absolute_counting_colabs_totalSpace","AUT-BRA",NA,2562487,0.000858540940890627
"75941","Austria-Brazil",2016,7,"absolute_counting_colabs_totalSpace","AUT-BRA",NA,2606936,0.000268514455283904
"75942","Austria-Brazil",2017,69,"absolute_counting_colabs_totalSpace","AUT-BRA",NA,2722142,0.00253476857562905
"75943","Austria-Brazil",2018,55,"absolute_counting_colabs_totalSpace","AUT-BRA",NA,2750178,0.00199987055383324
"75944","Austria-Brazil",2019,7,"absolute_counting_colabs_totalSpace","AUT-BRA",NA,2861304,0.000244643700913989
